,periodCode,platformCode,channelCode,marketingInvestment,impressions,clicks,visits,conversions,deliveries
1299,20200301,Sklik,sklik_sea,173.15999999999997,656,75,72,0,0
1300,20200301,ZboziCz,zbozi,512.43,2718,52,38,0,0
1301,20200301,unpaid,direct,0.0,0,0,455,4,4
1302,20200301,unpaid,display,0.0,0,0,1,0,0
1303,20200301,unpaid,facebook,0.0,0,0,16,0,0
1304,20200301,unpaid,internal,0.0,0,0,137,0,0
1305,20200301,unpaid,notset,0.0,0,0,16,1,1
1306,20200301,unpaid,organic,0.0,0,0,639,4,4
1307,20200301,unpaid,referral,0.0,0,0,92,0,0
1308,20200302,AdWords,adwords_bra,174.3,425,233,259,3,2
1309,20200302,AdWords,adwords_pla,10320.69,201891,2406,2484,40,38
1310,20200302,AdWords,adwords_rem,896.98,25524,212,242,2,2
1311,20200302,AdWords,adwords_sea,47.269999999999996,458,24,35,0,0
1312,20200302,FirmyCz,zbozi,80.54,713,6,0,0,0
1313,20200302,HeurekaCz,heureka,121.60000000000001,0,37,54,2,2
1314,20200302,Not tracked,notset,0.0,0,0,0,23,20
1315,20200302,RtbHouse,rtbhouse,752.0,46514,1042,750,6,5
1316,20200302,Silverpop,emailing,1290.32,0,0,1389,29,27
1317,20200302,Sklik,sklik_bra,77.9,201,120,142,6,5
1318,20200302,Sklik,sklik_pla,115.1,1860,39,37,1,1
1319,20200302,Sklik,sklik_rem,360.09999999999997,22062,112,116,0,0
1320,20200302,Sklik,sklik_sea,140.49,697,61,69,1,1
1321,20200302,ZboziCz,zbozi,448.06,2545,54,43,2,2
1322,20200302,unpaid,direct,0.0,0,0,580,9,8
1323,20200302,unpaid,facebook,0.0,0,0,21,0,0
1324,20200302,unpaid,internal,0.0,0,0,163,1,1
1325,20200302,unpaid,notset,0.0,0,0,20,1,1
1326,20200302,unpaid,organic,0.0,0,0,781,11,9
1327,20200302,unpaid,referral,0.0,0,0,77,1,1
1328,20200303,AdWords,adwords_bra,151.3,495,248,292,8,8
1329,20200303,AdWords,adwords_pla,12343.32,227324,2781,2867,27,27
1330,20200303,AdWords,adwords_rem,888.17,23493,251,278,3,3
1331,20200303,AdWords,adwords_sea,76.33,640,31,41,1,1
1332,20200303,FacebookBusinessAdsManager,facebook,102.94,3074,178,0,0,0
1333,20200303,FirmyCz,zbozi,80.54,714,7,3,0,0
1334,20200303,HeurekaCz,heureka,145.1,0,42,56,3,3
1335,20200303,Not tracked,notset,0.0,0,0,0,14,12
1336,20200303,RtbHouse,rtbhouse,2863.84,41698,994,712,8,7
1337,20200303,Silverpop,emailing,1290.32,0,0,1610,22,21
1338,20200303,Sklik,sklik_bra,55.04,132,101,114,3,3
1339,20200303,Sklik,sklik_pla,102.5,1858,38,40,1,1
1340,20200303,Sklik,sklik_rem,360.9,17633,118,113,3,3
1341,20200303,Sklik,sklik_sea,195.29,811,76,74,1,1
1342,20200303,ZboziCz,zbozi,624.1,2765,69,51,2,2
1343,20200303,unpaid,direct,0.0,0,0,563,6,6
1344,20200303,unpaid,facebook,0.0,0,0,57,1,1
1345,20200303,unpaid,internal,0.0,0,0,204,0,0
1346,20200303,unpaid,notset,0.0,0,0,26,0,0
1347,20200303,unpaid,organic,0.0,0,0,806,11,11
1348,20200303,unpaid,referral,0.0,0,0,113,3,2
1349,20200304,AdWords,adwords_bra,146.94,450,231,278,10,9
1350,20200304,AdWords,adwords_pla,11838.72,209817,2617,2623,35,35
1351,20200304,AdWords,adwords_rem,882.92,15846,188,189,1,1
1352,20200304,AdWords,adwords_sea,53.209999999999994,442,22,29,0,0
1353,20200304,FacebookBusinessAdsManager,facebook,150.02,5698,250,0,0,0
1354,20200304,FirmyCz,zbozi,80.54,714,6,3,0,0
1355,20200304,HeurekaCz,heureka,112.80000000000001,0,35,48,3,3
1356,20200304,Not tracked,notset,0.0,0,0,0,22,21
1357,20200304,RtbHouse,rtbhouse,896.51,39661,880,643,5,5
1358,20200304,Silverpop,emailing,1290.32,0,0,1316,28,27
1359,20200304,Sklik,sklik_bra,70.97,134,96,104,3,3
1360,20200304,Sklik,sklik_pla,171.1,1643,51,43,1,1
1361,20200304,Sklik,sklik_rem,386.80000000000007,16335,127,129,4,4
1362,20200304,Sklik,sklik_sea,142.39,719,58,58,0,0
1363,20200304,ZboziCz,zbozi,696.57,2406,68,51,0,0
1364,20200304,unpaid,direct,0.0,0,0,516,5,4
1365,20200304,unpaid,facebook,0.0,0,0,104,1,1
1366,20200304,unpaid,internal,0.0,0,0,213,1,1
1367,20200304,unpaid,notset,0.0,0,0,26,0,0
1368,20200304,unpaid,organic,0.0,0,0,720,5,5
1369,20200304,unpaid,referral,0.0,0,0,104,0,0
1370,20200305,AdWords,adwords_bra,193.18,393,212,269,7,7
1371,20200305,AdWords,adwords_pla,9002.43,191322,2124,2240,25,25
1372,20200305,AdWords,adwords_rem,829.97,25127,234,246,1,1
1373,20200305,AdWords,adwords_sea,69.72,466,29,35,0,0
1374,20200305,FacebookBusinessAdsManager,facebook,191.01,6977,285,0,0,0
1375,20200305,FirmyCz,zbozi,80.54,714,7,2,0,0
1376,20200305,HeurekaCz,heureka,139.8,0,43,43,3,3
1377,20200305,Not tracked,notset,0.0,0,0,0,17,16
1378,20200305,RtbHouse,rtbhouse,757.17,35405,789,574,2,2
1379,20200305,Silverpop,emailing,1290.32,0,0,1098,15,14
1380,20200305,Sklik,sklik_bra,59.7,161,106,130,8,7
1381,20200305,Sklik,sklik_pla,94.7,1909,36,36,0,0
1382,20200305,Sklik,sklik_rem,429.5,15532,132,118,1,1
1383,20200305,Sklik,sklik_sea,149.75000000000003,870,62,63,2,2
1384,20200305,ZboziCz,zbozi,655.19,2561,63,48,1,1
1385,20200305,unpaid,direct,0.0,0,0,517,12,9
1386,20200305,unpaid,facebook,0.0,0,0,26,0,0
1387,20200305,unpaid,internal,0.0,0,0,185,0,0
1388,20200305,unpaid,notset,0.0,0,0,31,1,1
1389,20200305,unpaid,organic,0.0,0,0,717,12,12
1390,20200305,unpaid,referral,0.0,0,0,90,0,0
1391,20200306,AdWords,adwords_bra,156.89,373,210,243,10,8
1392,20200306,AdWords,adwords_pla,8222.460000000001,157744,2068,2171,33,33
1393,20200306,AdWords,adwords_rem,853.07,18831,222,231,0,0
1394,20200306,AdWords,adwords_sea,53.91,449,17,28,1,1
1395,20200306,FacebookBusinessAdsManager,facebook,277.46,7697,354,0,0,0
1396,20200306,FirmyCz,zbozi,80.54,713,6,3,0,0
1397,20200306,HeurekaCz,heureka,92.30000000000001,0,28,34,3,3
1398,20200306,Not tracked,notset,0.0,0,0,0,22,21
1399,20200306,RtbHouse,rtbhouse,705.46,36464,779,551,5,4
1400,20200306,Silverpop,emailing,1290.32,0,0,1320,16,15
1401,20200306,Sklik,sklik_bra,68.2,185,107,120,4,4
1402,20200306,Sklik,sklik_pla,83.6,1557,31,33,1,1
1403,20200306,Sklik,sklik_rem,339.1,16190,110,110,0,0
1404,20200306,Sklik,sklik_sea,145.65999999999997,686,61,59,0,0
1405,20200306,ZboziCz,zbozi,455.85,2429,53,42,0,0
1406,20200306,unpaid,direct,0.0,0,0,534,7,6
1407,20200306,unpaid,facebook,0.0,0,0,61,1,1
1408,20200306,unpaid,internal,0.0,0,0,159,0,0
1409,20200306,unpaid,notset,0.0,0,0,24,2,2
1410,20200306,unpaid,organic,0.0,0,0,627,9,8
1411,20200306,unpaid,referral,0.0,0,0,70,0,0
1412,20200307,AdWords,adwords_bra,78.02,311,147,181,11,11
1413,20200307,AdWords,adwords_pla,6449.96,138562,1853,1922,19,18
1414,20200307,AdWords,adwords_rem,871.32,22172,232,256,0,0
1415,20200307,AdWords,adwords_sea,43.36,381,21,31,0,0
1416,20200307,FacebookBusinessAdsManager,facebook,71.66,1575,38,0,0,0
1417,20200307,FirmyCz,zbozi,80.54,714,6,1,0,0
1418,20200307,HeurekaCz,heureka,130.8,0,42,63,1,1
1419,20200307,Not tracked,notset,0.0,0,0,0,5,5
1420,20200307,RtbHouse,rtbhouse,1579.58,29936,691,480,3,2
1421,20200307,Silverpop,emailing,1290.32,0,0,824,21,21
1422,20200307,Sklik,sklik_bra,43.1,135,71,76,3,3
1423,20200307,Sklik,sklik_pla,72.7,1309,24,20,0,0
1424,20200307,Sklik,sklik_rem,376.7,12457,113,110,1,1
1425,20200307,Sklik,sklik_sea,172.99,675,71,74,0,0
1426,20200307,ZboziCz,zbozi,368.72,2545,56,46,1,1
1427,20200307,unpaid,direct,0.0,0,0,475,3,3
1428,20200307,unpaid,facebook,0.0,0,0,14,0,0
1429,20200307,unpaid,internal,0.0,0,0,151,0,0
1430,20200307,unpaid,notset,0.0,0,0,17,1,1
1431,20200307,unpaid,organic,0.0,0,0,571,4,4
1432,20200307,unpaid,referral,0.0,0,0,69,2,2
1433,20200308,AdWords,adwords_bra,107.65,292,150,183,12,12
1434,20200308,AdWords,adwords_pla,9344.609999999999,179378,2393,2517,33,32
1435,20200308,AdWords,adwords_rem,884.01,18729,196,202,4,3
1436,20200308,AdWords,adwords_sea,41.78,397,20,26,1,1
1437,20200308,FacebookBusinessAdsManager,facebook,256.9,5521,275,0,0,0
1438,20200308,FirmyCz,zbozi,80.54,714,7,2,0,0
1439,20200308,HeurekaCz,heureka,120.19999999999999,0,37,62,1,1
1440,20200308,Not tracked,notset,0.0,0,0,0,7,7
1441,20200308,RtbHouse,rtbhouse,1554.17,34825,876,644,10,10
1442,20200308,Silverpop,emailing,1290.32,0,0,430,21,20
1443,20200308,Sklik,sklik_bra,64.0,126,95,110,5,4
1444,20200308,Sklik,sklik_pla,84.8,1441,28,32,1,1
1445,20200308,Sklik,sklik_rem,0.0,0,0,154,2,2
1446,20200308,Sklik,sklik_sea,162.83,761,75,74,0,0
1447,20200308,ZboziCz,zbozi,528.02,2968,85,63,0,0
1448,20200308,unpaid,direct,0.0,0,0,480,11,10
1449,20200308,unpaid,facebook,0.0,0,0,22,1,1
1450,20200308,unpaid,internal,0.0,0,0,198,0,0
1451,20200308,unpaid,notset,0.0,0,0,14,0,0
1452,20200308,unpaid,organic,0.0,0,0,661,5,4
1453,20200308,unpaid,referral,0.0,0,0,82,0,0
1454,20200309,AdWords,adwords_bra,199.1,393,209,244,9,9
1455,20200309,AdWords,adwords_pla,11965.23,225697,2611,2692,27,27
1456,20200309,AdWords,adwords_rem,883.6,25894,203,218,0,0
1457,20200309,AdWords,adwords_sea,53.290000000000006,576,23,34,0,0
1458,20200309,Bing,bing,0.0,0,0,1,0,0
1459,20200309,FacebookBusinessAdsManager,facebook,16.42,3048,4,0,0,0
1460,20200309,FirmyCz,zbozi,80.54,804,3,5,0,0
1461,20200309,HeurekaCz,heureka,159.3,0,43,65,1,1
1462,20200309,Not tracked,notset,0.0,0,0,0,16,12
1463,20200309,RtbHouse,rtbhouse,1059.8,46770,833,627,3,3
1464,20200309,Silverpop,emailing,1290.32,0,0,1417,17,17
1465,20200309,Sklik,sklik_bra,57.4,151,91,109,2,2
1466,20200309,Sklik,sklik_pla,64.5,1943,27,30,1,1
1467,20200309,Sklik,sklik_rem,402.5,16256,121,107,1,1
1468,20200309,Sklik,sklik_sea,120.9,806,59,58,0,0
1469,20200309,ZboziCz,zbozi,549.66,2837,85,65,1,1
1470,20200309,unpaid,direct,0.0,0,0,616,8,8
1471,20200309,unpaid,facebook,0.0,0,0,46,0,0
1472,20200309,unpaid,internal,0.0,0,0,150,0,0
1473,20200309,unpaid,notset,0.0,0,0,34,0,0
1474,20200309,unpaid,organic,0.0,0,0,773,10,10
1475,20200309,unpaid,referral,0.0,0,0,94,1,1
1476,20200310,AdWords,adwords_bra,122.73,341,191,218,7,7
1477,20200310,AdWords,adwords_pla,8189.66,157020,1681,1763,28,27
1478,20200310,AdWords,adwords_rem,892.01,17451,142,159,1,1
1479,20200310,AdWords,adwords_sea,54.24,534,21,22,0,0
1480,20200310,FacebookBusinessAdsManager,facebook,29.7,5220,7,0,0,0
1481,20200310,FirmyCz,zbozi,80.54,804,3,3,0,0
1482,20200310,HeurekaCz,heureka,122.29999999999998,0,32,40,0,0
1483,20200310,Not tracked,notset,0.0,0,0,0,16,13
1484,20200310,RtbHouse,rtbhouse,1775.61,50138,954,667,5,5
1485,20200310,Silverpop,emailing,1290.32,0,0,1724,28,28
1486,20200310,Sklik,sklik_bra,64.3,150,112,123,4,4
1487,20200310,Sklik,sklik_pla,116.3,1414,38,41,2,2
1488,20200310,Sklik,sklik_rem,357.4,18117,114,124,0,0
1489,20200310,Sklik,sklik_sea,132.84,658,49,49,1,1
1490,20200310,ZboziCz,zbozi,378.06,2554,50,44,1,1
1491,20200310,unpaid,direct,0.0,0,0,542,14,14
1492,20200310,unpaid,facebook,0.0,0,0,28,1,1
1493,20200310,unpaid,internal,0.0,0,0,166,0,0
1494,20200310,unpaid,notset,0.0,0,0,32,3,3
1495,20200310,unpaid,organic,0.0,0,0,676,12,11
1496,20200310,unpaid,referral,0.0,0,0,88,0,0
1497,20200311,AdWords,adwords_bra,128.73,414,225,255,6,5
1498,20200311,AdWords,adwords_pla,8250.8,138512,1536,1701,18,18
1499,20200311,AdWords,adwords_rem,768.95,24071,197,226,0,0
1500,20200311,AdWords,adwords_sea,67.37,575,34,35,0,0
1501,20200311,FacebookBusinessAdsManager,facebook,31.96,5186,14,0,0,0
1502,20200311,FirmyCz,zbozi,80.54,804,3,2,0,0
1503,20200311,HeurekaCz,heureka,112.60000000000002,0,35,56,1,1
1504,20200311,Not tracked,notset,0.0,0,0,0,22,18
1505,20200311,RtbHouse,rtbhouse,2450.12,47138,837,648,4,4
1506,20200311,Silverpop,emailing,1290.32,0,0,2693,18,18
1507,20200311,Sklik,sklik_bra,60.8,147,101,119,9,9
1508,20200311,Sklik,sklik_pla,94.6,1669,40,42,0,0
1509,20200311,Sklik,sklik_rem,371.70000000000005,18597,121,124,2,2
1510,20200311,Sklik,sklik_sea,156.85999999999999,837,67,66,0,0
1511,20200311,ZboziCz,zbozi,775.11,2556,72,51,2,2
1512,20200311,unpaid,direct,0.0,0,0,588,14,13
1513,20200311,unpaid,facebook,0.0,0,0,26,0,0
1514,20200311,unpaid,internal,0.0,0,0,146,0,0
1515,20200311,unpaid,notset,0.0,0,0,26,1,1
1516,20200311,unpaid,organic,0.0,0,0,729,11,11
1517,20200311,unpaid,referral,0.0,0,0,96,2,2
1518,20200312,AdWords,adwords_bra,168.97,322,189,221,9,8
1519,20200312,AdWords,adwords_pla,8334.529999999999,152166,1829,1906,31,31
1520,20200312,AdWords,adwords_rem,739.34,21564,165,191,0,0
1521,20200312,AdWords,adwords_sea,38.739999999999995,367,16,21,0,0
1522,20200312,FacebookBusinessAdsManager,facebook,32.36,5473,12,0,0,0
1523,20200312,FirmyCz,zbozi,80.54,804,4,0,0,0
1524,20200312,HeurekaCz,heureka,89.30000000000001,0,26,45,0,0
1525,20200312,Not tracked,notset,0.0,0,0,0,22,18
1526,20200312,RtbHouse,rtbhouse,6112.95,58330,1068,736,11,10
1527,20200312,Silverpop,emailing,1290.32,0,0,1747,25,25
1528,20200312,Sklik,notset,0.0,0,0,1,0,0
1529,20200312,Sklik,sklik_bra,48.3,117,78,87,3,3
1530,20200312,Sklik,sklik_pla,69.0,1672,30,32,0,0
1531,20200312,Sklik,sklik_rem,375.5,21130,129,137,1,1
1532,20200312,Sklik,sklik_sea,146.04,716,49,49,0,0
1533,20200312,ZboziCz,zbozi,373.94,2046,46,48,3,3
1534,20200312,unpaid,direct,0.0,0,0,533,13,12
1535,20200312,unpaid,facebook,0.0,0,0,20,0,0
1536,20200312,unpaid,internal,0.0,0,0,303,0,0
1537,20200312,unpaid,notset,0.0,0,0,20,0,0
1538,20200312,unpaid,organic,0.0,0,0,579,6,6
1539,20200312,unpaid,referral,0.0,0,0,70,0,0
1540,20200313,AdWords,adwords_bra,161.65,291,153,180,5,5
1541,20200313,AdWords,adwords_pla,3933.26,105265,1230,1341,20,20
1542,20200313,AdWords,adwords_rem,643.64,18667,149,173,0,0
1543,20200313,AdWords,adwords_sea,38.769999999999996,431,18,21,0,0
1544,20200313,FacebookBusinessAdsManager,facebook,31.65,5587,9,0,0,0
1545,20200313,FirmyCz,zbozi,80.54,804,3,8,0,0
1546,20200313,HeurekaCz,heureka,0.0,0,0,23,4,4
1547,20200313,Not tracked,notset,0.0,0,0,0,15,11
1548,20200313,RtbHouse,rtbhouse,1798.76,48960,929,664,4,4
1549,20200313,Silverpop,emailing,1290.32,0,0,1892,30,29
1550,20200313,Sklik,sklik_bra,48.3,113,75,83,5,5
1551,20200313,Sklik,sklik_pla,77.9,1594,27,29,0,0
1552,20200313,Sklik,sklik_rem,399.59999999999997,20349,126,115,1,1
1553,20200313,Sklik,sklik_sea,106.41,694,41,40,0,0
1554,20200313,ZboziCz,zbozi,432.02,2190,56,54,2,2
1555,20200313,unpaid,direct,0.0,0,0,531,8,7
1556,20200313,unpaid,facebook,0.0,0,0,14,0,0
1557,20200313,unpaid,internal,0.0,0,0,562,0,0
1558,20200313,unpaid,notset,0.0,0,0,15,0,0
1559,20200313,unpaid,organic,0.0,0,0,511,6,6
1560,20200313,unpaid,referral,0.0,0,0,71,2,2
1561,20200314,AdWords,adwords_bra,41.3,189,104,133,2,2
1562,20200314,AdWords,adwords_pla,5836.26,112020,1600,1596,28,26
1563,20200314,AdWords,adwords_rem,394.06,15702,103,109,0,0
1564,20200314,AdWords,adwords_sea,52.74,263,16,27,1,1
1565,20200314,FacebookBusinessAdsManager,facebook,31.22,5665,6,0,0,0
1566,20200314,FirmyCz,zbozi,80.54,804,3,0,0,0
1567,20200314,HeurekaCz,heureka,0.0,0,0,9,0,0
1568,20200314,Not tracked,notset,0.0,0,0,0,4,3
1569,20200314,RtbHouse,rtbhouse,507.71,42043,920,644,3,2
1570,20200314,Silverpop,emailing,1290.32,0,0,966,16,16
1571,20200314,Sklik,sklik_bra,44.8,104,67,72,1,1
1572,20200314,Sklik,sklik_pla,87.5,2081,26,24,0,0
1573,20200314,Sklik,sklik_rem,331.0,17545,115,113,0,0
1574,20200314,Sklik,sklik_sea,105.58,554,54,50,0,0
1575,20200314,ZboziCz,zbozi,397.27,1921,47,50,1,1
1576,20200314,unpaid,direct,0.0,0,0,385,2,2
1577,20200314,unpaid,facebook,0.0,0,0,22,0,0
1578,20200314,unpaid,internal,0.0,0,0,464,0,0
1579,20200314,unpaid,notset,0.0,0,0,11,1,1
1580,20200314,unpaid,organic,0.0,0,0,407,5,5
1581,20200314,unpaid,referral,0.0,0,0,45,1,1
1582,20200315,AdWords,adwords_bra,92.52,274,169,184,8,7
1583,20200315,AdWords,adwords_pla,9770.59,154083,2158,2162,35,32
1584,20200315,AdWords,adwords_rem,763.42,23298,216,224,1,1
1585,20200315,AdWords,adwords_sea,13.57,325,8,14,0,0
1586,20200315,Adform,adform_prospecting,0.0,0,0,1,0,0
1587,20200315,FacebookBusinessAdsManager,facebook,26.69,5343,2,0,0,0
1588,20200315,FirmyCz,zbozi,80.54,804,3,0,0,0
1589,20200315,HeurekaCz,heureka,0.0,0,0,12,1,1
1590,20200315,Not tracked,notset,0.0,0,0,0,9,6
1591,20200315,RtbHouse,rtbhouse,1730.34,48765,1051,759,5,4
1592,20200315,Silverpop,emailing,1290.32,0,0,522,19,18
1593,20200315,Sklik,sklik_bra,53.5,105,82,92,2,2
1594,20200315,Sklik,sklik_pla,158.6,2199,39,39,2,2
1595,20200315,Sklik,sklik_rem,497.59999999999997,19833,174,151,1,1
1596,20200315,Sklik,sklik_sea,164.09999999999997,551,59,60,0,0
1597,20200315,ZboziCz,zbozi,373.86,2546,58,55,0,0
1598,20200315,unpaid,direct,0.0,0,0,459,5,5
1599,20200315,unpaid,facebook,0.0,0,0,14,0,0
1600,20200315,unpaid,internal,0.0,0,0,575,0,0
1601,20200315,unpaid,notset,0.0,0,0,24,0,0
1602,20200315,unpaid,organic,0.0,0,0,495,5,5
1603,20200315,unpaid,push,0.0,0,0,1,0,0
1604,20200315,unpaid,referral,0.0,0,0,61,0,0
1605,20200316,AdWords,adwords_bra,137.22,335,196,226,5,5
1606,20200316,AdWords,adwords_pla,11956.21,192741,2077,2198,48,48
1607,20200316,AdWords,adwords_rem,1023.83,32700,226,241,0,0
1608,20200316,AdWords,adwords_sea,43.199999999999996,315,19,27,0,0
1609,20200316,FirmyCz,zbozi,80.54,1114,8,0,0,0
1610,20200316,HeurekaCz,heureka,73.4,0,19,23,0,0
1611,20200316,Not tracked,notset,0.0,0,0,0,24,23
1612,20200316,RtbHouse,rtbhouse,204.65,35215,635,479,2,2
1613,20200316,Silverpop,emailing,1290.32,0,0,1232,18,18
1614,20200316,Sklik,sklik_bra,54.8,131,92,99,3,3
1615,20200316,Sklik,sklik_pla,151.1,3042,42,42,0,0
1616,20200316,Sklik,sklik_rem,478.87,22427,159,154,1,1
1617,20200316,Sklik,sklik_sea,107.29999999999998,590,42,42,0,0
1618,20200316,ZboziCz,zbozi,346.07,2000,44,47,2,2
1619,20200316,unpaid,direct,0.0,0,0,524,9,9
1620,20200316,unpaid,facebook,0.0,0,0,9,0,0
1621,20200316,unpaid,internal,0.0,0,0,468,0,0
1622,20200316,unpaid,notset,0.0,0,0,20,0,0
1623,20200316,unpaid,organic,0.0,0,0,504,9,9
1624,20200316,unpaid,referral,0.0,0,0,49,0,0
1625,20200317,AdWords,adwords_bra,172.15,341,208,225,11,10
1626,20200317,AdWords,adwords_pla,9684.85,166420,1871,1917,32,30
1627,20200317,AdWords,adwords_rem,1121.63,31299,249,250,2,2
1628,20200317,AdWords,adwords_sea,32.22,297,18,21,0,0
1629,20200317,FacebookBusinessAdsManager,facebook,249.65,7857,380,0,0,0
1630,20200317,FirmyCz,zbozi,80.54,891,7,1,0,0
1631,20200317,HeurekaCz,heureka,75.0,0,25,39,2,2
1632,20200317,Not tracked,notset,0.0,0,0,0,16,10
1633,20200317,RtbHouse,rtbhouse,380.38,26805,540,364,4,4
1634,20200317,Silverpop,emailing,1290.32,0,0,1764,28,27
1635,20200317,Sklik,sklik_bra,43.7,120,73,85,7,7
1636,20200317,Sklik,sklik_pla,92.5,3065,24,26,1,1
1637,20200317,Sklik,sklik_rem,472.45,22202,158,160,0,0
1638,20200317,Sklik,sklik_sea,97.4,605,39,41,1,1
1639,20200317,ZboziCz,zbozi,305.26,2139,52,38,2,2
1640,20200317,unpaid,direct,0.0,0,0,461,7,7
1641,20200317,unpaid,facebook,0.0,0,0,39,0,0
1642,20200317,unpaid,internal,0.0,0,0,499,0,0
1643,20200317,unpaid,notset,0.0,0,0,18,0,0
1644,20200317,unpaid,organic,0.0,0,0,480,6,6
1645,20200317,unpaid,referral,0.0,0,0,63,1,1
1646,20200318,AdWords,adwords_bra,59.9,240,133,164,5,4
1647,20200318,AdWords,adwords_pla,8935.19,162401,1751,1757,40,39
1648,20200318,AdWords,adwords_rem,1006.3,25109,185,190,2,2
1649,20200318,AdWords,adwords_sea,25.060000000000002,243,11,19,0,0
1650,20200318,FacebookBusinessAdsManager,facebook,247.32,7502,285,0,0,0
1651,20200318,FirmyCz,zbozi,0.0,893,8,1,0,0
1652,20200318,HeurekaCz,heureka,122.0,0,28,32,1,1
1653,20200318,Not tracked,notset,0.0,0,0,0,21,17
1654,20200318,RtbHouse,rtbhouse,920.75,27032,549,403,4,4
1655,20200318,Silverpop,emailing,1290.32,0,0,1428,28,27
1656,20200318,Sklik,sklik_bra,48.3,128,74,87,2,2
1657,20200318,Sklik,sklik_pla,91.9,2839,24,28,1,1
1658,20200318,Sklik,sklik_rem,352.0,20066,126,141,1,1
1659,20200318,Sklik,sklik_sea,99.53999999999999,498,39,47,0,0
1660,20200318,ZboziCz,zbozi,373.1,2011,50,47,3,3
1661,20200318,unpaid,direct,0.0,0,0,480,10,9
1662,20200318,unpaid,facebook,0.0,0,0,23,0,0
1663,20200318,unpaid,internal,0.0,0,0,438,0,0
1664,20200318,unpaid,notset,0.0,0,0,17,1,1
1665,20200318,unpaid,organic,0.0,0,0,452,0,0
1666,20200318,unpaid,referral,0.0,0,0,55,0,0
1667,20200319,AdWords,adwords_bra,119.28,278,151,186,9,9
1668,20200319,AdWords,adwords_pla,6659.15,141319,1513,1590,41,41
1669,20200319,AdWords,adwords_rem,687.7,23027,162,170,0,0
1670,20200319,AdWords,adwords_sea,38.980000000000004,270,13,23,0,0
1671,20200319,FacebookBusinessAdsManager,facebook,411.22,10385,394,0,0,0
1672,20200319,FirmyCz,zbozi,80.54,668,5,3,0,0
1673,20200319,HeurekaCz,heureka,73.00000000000001,0,21,34,2,2
1674,20200319,Not tracked,notset,0.0,0,0,0,26,19
1675,20200319,RtbHouse,rtbhouse,398.31,26696,550,403,1,1
1676,20200319,Silverpop,emailing,1290.32,0,0,1206,19,18
1677,20200319,Sklik,notset,0.0,0,0,1,0,0
1678,20200319,Sklik,sklik_bra,53.4,120,87,99,3,3
1679,20200319,Sklik,sklik_pla,173.5,3130,44,44,1,1
1680,20200319,Sklik,sklik_rem,292.08,14547,94,131,1,1
1681,20200319,Sklik,sklik_sea,103.24,640,40,41,0,0
1682,20200319,ZboziCz,zbozi,337.65,1929,31,32,1,1
1683,20200319,unpaid,direct,0.0,0,0,444,5,5
1684,20200319,unpaid,facebook,0.0,0,0,20,0,0
1685,20200319,unpaid,internal,0.0,0,0,437,0,0
1686,20200319,unpaid,notset,0.0,0,0,28,2,2
1687,20200319,unpaid,organic,0.0,0,0,438,6,6
1688,20200319,unpaid,referral,0.0,0,0,71,1,1
1689,20200319,unpaid,referralradiobeat,0.0,0,0,1,0,0
1690,20200320,AdWords,adwords_bra,114.5,260,162,184,5,5
1691,20200320,AdWords,adwords_pla,7422.69,140290,1595,1676,39,37
1692,20200320,AdWords,adwords_rem,813.29,20297,161,168,2,2
1693,20200320,AdWords,adwords_sea,24.240000000000002,281,12,12,0,0
1694,20200320,FacebookBusinessAdsManager,facebook,52.87,1662,57,0,0,0
1695,20200320,FirmyCz,zbozi,80.54,705,1,3,0,0
1696,20200320,HeurekaCz,heureka,79.4,0,21,28,1,1
1697,20200320,Not tracked,notset,0.0,0,0,0,13,6
1698,20200320,RtbHouse,rtbhouse,1702.19,23842,483,348,6,6
1699,20200320,Silverpop,emailing,1290.32,0,0,1491,29,28
1700,20200320,Sklik,sklik_bra,44.3,91,53,58,2,2
1701,20200320,Sklik,sklik_pla,174.8,2974,46,47,0,0
1702,20200320,Sklik,sklik_rem,330.29999999999995,16006,111,138,0,0
1703,20200320,Sklik,sklik_sea,81.52,441,33,33,0,0
1704,20200320,ZboziCz,zbozi,284.37,1915,43,40,1,1
1705,20200320,unpaid,direct,0.0,0,0,500,4,4
1706,20200320,unpaid,display,0.0,0,0,1,0,0
1707,20200320,unpaid,facebook,0.0,0,0,20,0,0
1708,20200320,unpaid,internal,0.0,0,0,440,1,1
1709,20200320,unpaid,notset,0.0,0,0,15,0,0
1710,20200320,unpaid,organic,0.0,0,0,417,11,10
1711,20200320,unpaid,referral,0.0,0,0,83,1,1
1712,20200321,AdWords,adwords_bra,97.79,314,165,207,2,2
1713,20200321,AdWords,adwords_pla,10491.79,173357,2359,2377,36,34
1714,20200321,AdWords,adwords_rem,923.33,22652,200,212,0,0
1715,20200321,AdWords,adwords_sea,50.07,342,25,36,0,0
1716,20200321,FirmyCz,zbozi,80.54,629,1,3,0,0
1717,20200321,HeurekaCz,heureka,100.3,0,30,35,3,3
1718,20200321,Not tracked,notset,0.0,0,0,0,16,8
1719,20200321,RtbHouse,rtbhouse,5993.11,26555,828,561,6,5
1720,20200321,Silverpop,emailing,1290.32,0,0,1271,16,15
1721,20200321,Sklik,notset,0.0,0,0,1,0,0
1722,20200321,Sklik,sklik_bra,64.6,158,96,99,6,5
1723,20200321,Sklik,sklik_pla,208.1,3269,53,52,2,2
